,REAL,PREDICHAS,BAG,METODO
0,0.004,0.008042299087282092,0,EDy
1,0.003,0.039139700543835074,0,EDy
2,0.041,0.04759840179675637,0,EDy
3,0.016,0.014723189915570242,0,EDy
4,0.017,0.01493329000722236,0,EDy
5,0.032,0.02230265304792654,0,EDy
6,0.08,0.14070610827581834,0,EDy
7,0.022,0.018060785243682435,0,EDy
8,0.01,0.0024303853530704385,0,EDy
9,0.074,0.0092716950500083,0,EDy
10,0.0,3.465866624743914e-20,0,EDy
11,0.002,0.010588317780734893,0,EDy
12,0.019,3.313139441052205e-19,0,EDy
13,0.044,0.057314288111609164,0,EDy
14,0.012,0.025900138668549757,0,EDy
15,0.111,0.07182903236317581,0,EDy
16,0.016,0.0200230867287794,0,EDy
17,0.032,0.028745266546978718,0,EDy
18,0.049,0.05113433095381411,0,EDy
19,0.015,0.02046227835319336,0,EDy
20,0.036,0.05575919165155185,0,EDy
21,0.041,0.038929159473254905,0,EDy
22,0.011,-9.185937847655049e-20,0,EDy
23,0.208,0.19341571561895668,0,EDy
24,0.079,0.08048018563586382,0,EDy
25,0.003,0.0,0,EDy
26,0.005,0.017322525232895937,0,EDy
27,0.018,0.010887974559469438,0,EDy
